/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
elt_dbt                  | [0m12:30:06  30 of 30 START test unique_gold_rh_info_id_salarie ............................. [RUN]
elt_dbt                  | [0m12:30:06  30 of 30 PASS unique_gold_rh_info_id_salarie ................................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:30:06  
elt_dbt                  | [0m12:30:06  Finished running 22 tests, 5 table models, 3 incremental models in 0 hours 0 minutes and 0.79 seconds (0.79s).
elt_dbt                  | [0m12:30:06  
elt_dbt                  | [0m12:30:06  [32mCompleted successfully[0m
elt_dbt                  | [0m12:30:06  
elt_dbt                  | [0m12:30:06  Done. PASS=30 WARN=0 ERROR=0 SKIP=0 TOTAL=30
[Kelt_dbt exited with code 0
slack_sender             | Démarrage du producteur d'activités sportives...
slack_sender             | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
slack_sender             | (81676, datetime.date(2026, 2, 15), 'Tennis', None, datetime.datetime(2026, 2, 16, 12, 30, 6, 155643, tzinfo=datetime.timezone.utc))
slack_sender             | (56263, datetime.date(2026, 2, 15), 'Boxe', None, datetime.datetime(2026, 2, 16, 12, 30, 6, 155643, tzinfo=datetime.timezone.utc))
slack_sender             | (76903, datetime.date(2026, 2, 15), 'Basketball', None, datetime.datetime(2026, 2, 16, 12, 30, 6, 155643, tzinfo=datetime.timezone.utc))
slack_sender             | (17997, datetime.date(2026, 2, 15), 'Tennis de table', None, datetime.datetime(2026, 2, 16, 12, 30, 6, 155643, tzinfo=datetime.timezone.utc))
slack_sender             | (19260, datetime.date(2026, 2, 15), 'Runing', None, datetime.datetime(2026, 2, 16, 12, 30, 6, 155643, tzinfo=datetime.timezone.utc))
slack_sender             | (18941, datetime.date(2026, 2, 15), 'Runing', None, datetime.datetime(2026, 2, 16, 12, 30, 6, 155643, tzinfo=datetime.timezone.utc))
slack_sender             | Connexion fermée.
slack_sender             | row 0 : 81676
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Tennis
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:30:06.155643+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 56263
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Boxe
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:30:06.155643+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 76903
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Basketball
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:30:06.155643+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 17997
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Tennis de table
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:30:06.155643+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 19260
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Runing
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:30:06.155643+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
slack_sender             | row 0 : 18941
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Runing
slack_sender             | row 3 : None
slack_sender             | row 4 : 2026-02-16 12:30:06.155643+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
[Kslack_sender exited with code 0
Mon Feb 16 13:30:09 CET 2026: Daily pipeline execution completed
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
producer_history_strava  | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
producer_history_strava  | ✓ Table sport_enterprise existe et contient 161 lignes.
producer_history_strava  | ✓ Table RH_info existe et contient 161 lignes.
producer_history_strava  | Toutes les distances sont déjà calculées.
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-01-01 10:57:21 to 2026-01-01 12:57:21 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 42960: Runing from 2026-01-09 13:19:09 to 2026-01-09 16:19:09 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 53673: Voile from 2026-02-04 06:16:28 to 2026-02-04 07:16:28 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 17757: Badminton from 2026-01-22 02:41:59 to 2026-01-22 04:41:59 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 55153: Boxe from 2026-01-22 05:48:13 to 2026-01-22 06:48:13 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 97309: Tennis from 2026-01-05 15:43:28 to 2026-01-05 16:43:28 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 94680: Natation from 2026-02-04 04:49:23 to 2026-02-04 06:49:23 with distance 7288m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 36981: Natation from 2026-02-13 05:00:56 to 2026-02-13 08:00:56 with distance 10402m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 34899: Football from 2026-02-05 07:14:23 to 2026-02-05 09:14:23 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 56482: Tennis from 2026-01-22 01:52:22 to 2026-01-22 02:52:22 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 76341: Football from 2026-02-03 07:58:49 to 2026-02-03 09:58:49 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 50309: Runing from 2026-01-07 01:26:27 to 2026-01-07 03:26:27 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 86486: Judo from 2026-02-03 18:33:19 to 2026-02-03 21:33:19 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 43542: Judo from 2026-02-09 08:55:01 to 2026-02-09 11:55:01 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 83440: Triathlon from 2026-01-04 18:41:06 to 2026-01-04 21:41:06 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 66386: Badminton from 2026-02-03 06:17:55 to 2026-02-03 07:17:55 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 29793: Runing from 2026-01-03 20:50:37 to 2026-01-03 21:50:37 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-01-10 16:49:13 to 2026-01-10 19:49:13 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 92440: Triathlon from 2026-01-08 08:36:15 to 2026-01-08 11:36:15 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 55153: Boxe from 2026-01-25 09:46:02 to 2026-01-25 12:46:02 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 27069: Runing from 2026-01-22 16:57:57 to 2026-01-22 19:57:57 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 49804: Runing from 2026-01-02 15:10:07 to 2026-01-02 18:10:07 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 86847: Football from 2026-01-17 19:19:28 to 2026-01-17 20:19:28 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 49419: Natation from 2026-02-03 16:21:10 to 2026-02-03 18:21:10 with distance 16860m and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 56530: Runing from 2026-01-03 21:51:46 to 2026-01-04 00:51:46 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 88193: Randonnée from 2026-01-14 16:20:11 to 2026-01-14 18:20:11 with distance 4681m and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 86633: Runing from 2026-01-17 14:00:51 to 2026-01-17 15:00:51 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 50955: Rugby from 2026-01-28 12:33:40 to 2026-01-28 15:33:40 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 89943: Randonnée from 2026-01-18 05:54:44 to 2026-01-18 07:54:44 with distance 17395m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 27483: Badminton from 2026-01-26 23:31:53 to 2026-01-27 02:31:53 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-01-09 04:20:56 to 2026-01-09 07:20:56 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 56482: Tennis from 2026-02-14 19:41:27 to 2026-02-14 22:41:27 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 45221: Randonnée from 2026-02-09 12:36:56 to 2026-02-09 15:36:56 with distance 1296m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 76341: Football from 2026-02-14 17:30:01 to 2026-02-14 19:30:01 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 17997: Tennis de table from 2026-01-22 14:13:13 to 2026-01-22 15:13:13 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 88193: Randonnée from 2026-01-17 08:37:33 to 2026-01-17 10:37:33 with distance 11786m and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 43542: Judo from 2026-01-31 08:01:44 to 2026-01-31 10:01:44 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 91916: Rugby from 2026-01-15 05:55:39 to 2026-01-15 07:55:39 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 75791: Runing from 2026-01-17 18:19:03 to 2026-01-17 19:19:03 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 59040: Judo from 2026-02-12 04:21:52 to 2026-02-12 06:21:52 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 44927: Randonnée from 2026-01-26 12:54:28 to 2026-01-26 13:54:28 with distance 17936m and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-02-02 08:43:26 to 2026-02-02 11:43:26 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 50866: Randonnée from 2026-02-08 22:21:56 to 2026-02-09 01:21:56 with distance 12016m and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 67121: Rugby from 2026-01-02 07:23:17 to 2026-01-02 08:23:17 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 17036: Escalade from 2026-02-13 19:31:10 to 2026-02-13 21:31:10 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 90813: Natation from 2026-01-10 17:57:01 to 2026-01-10 18:57:01 with distance 1127m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 89328: Tennis de table from 2026-01-02 08:35:55 to 2026-01-02 11:35:55 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 56632: Voile from 2026-02-09 07:44:55 to 2026-02-09 10:44:55 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 50309: Runing from 2026-01-13 18:57:47 to 2026-01-13 21:57:47 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 34922: Tennis from 2026-01-06 08:44:17 to 2026-01-06 10:44:17 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-01-26 17:26:29 to 2026-01-26 19:26:29 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 25701: Runing from 2026-01-15 15:55:32 to 2026-01-15 18:55:32 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 37866: Natation from 2026-01-14 14:48:42 to 2026-01-14 15:48:42 with distance 17651m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 91916: Rugby from 2026-01-04 11:05:51 to 2026-01-04 13:05:51 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 59040: Judo from 2026-02-01 06:49:05 to 2026-02-01 08:49:05 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 17997: Tennis de table from 2026-01-08 10:00:47 to 2026-01-08 13:00:47 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 60948: Runing from 2026-02-08 07:18:21 to 2026-02-08 08:18:21 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 73367: Boxe from 2026-01-29 02:26:15 to 2026-01-29 05:26:15 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 96558: Triathlon from 2026-02-04 03:24:02 to 2026-02-04 04:24:02 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 48260: Voile from 2026-01-12 16:55:14 to 2026-01-12 18:55:14 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 69938: Randonnée from 2026-01-08 12:14:11 to 2026-01-08 13:14:11 with distance 2512m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 41377: Football from 2026-02-11 23:16:05 to 2026-02-12 00:16:05 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 56632: Voile from 2026-02-12 05:29:09 to 2026-02-12 06:29:09 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 29793: Runing from 2026-02-10 05:15:10 to 2026-02-10 06:15:10 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 56530: Runing from 2026-01-25 11:30:42 to 2026-01-25 12:30:42 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-01-18 23:33:04 to 2026-01-19 02:33:04 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 93699: Runing from 2026-01-16 04:50:39 to 2026-01-16 07:50:39 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 89328: Tennis de table from 2026-01-28 21:33:58 to 2026-01-28 22:33:58 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 66882: Judo from 2026-01-27 11:12:52 to 2026-01-27 14:12:52 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 90813: Natation from 2026-02-11 21:41:03 to 2026-02-11 22:41:03 with distance 16902m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 18918: Tennis from 2026-02-03 21:57:19 to 2026-02-04 00:57:19 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 60358: Natation from 2026-02-10 09:21:22 to 2026-02-10 11:21:22 with distance 12708m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 86948: Tennis from 2026-02-08 22:29:42 to 2026-02-09 00:29:42 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-01-27 19:32:17 to 2026-01-27 20:32:17 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 37830: Randonnée from 2026-01-06 12:24:03 to 2026-01-06 13:24:03 with distance 4840m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 46253: Randonnée from 2026-01-10 14:25:19 to 2026-01-10 15:25:19 with distance 17111m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 44927: Randonnée from 2026-01-16 06:29:44 to 2026-01-16 07:29:44 with distance 6045m and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 31222: Natation from 2026-02-02 12:57:00 to 2026-02-02 13:57:00 with distance 1881m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 34382: Équitation from 2026-01-22 21:45:47 to 2026-01-23 00:45:47 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 42472: Randonnée from 2026-02-05 23:00:21 to 2026-02-06 01:00:21 with distance 14401m and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 67121: Rugby from 2026-01-24 20:17:57 to 2026-01-24 23:17:57 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 88193: Randonnée from 2026-01-24 15:51:11 to 2026-01-24 18:51:11 with distance 12413m and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-01-09 07:25:42 to 2026-01-09 09:25:42 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-01-22 01:03:15 to 2026-01-22 04:03:15 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 20697: Randonnée from 2026-01-24 18:17:14 to 2026-01-24 20:17:14 with distance 1462m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 75791: Runing from 2026-01-22 02:12:57 to 2026-01-22 03:12:57 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 41293: Randonnée from 2026-01-24 08:28:04 to 2026-01-24 11:28:04 with distance 2388m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 31222: Natation from 2026-01-09 07:14:23 to 2026-01-09 10:14:23 with distance 12349m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-01-14 21:03:11 to 2026-01-15 00:03:11 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 96558: Triathlon from 2026-01-31 19:29:56 to 2026-01-31 22:29:56 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 92440: Triathlon from 2026-01-18 23:01:22 to 2026-01-19 02:01:22 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 86847: Football from 2026-02-05 07:55:27 to 2026-02-05 10:55:27 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 49571: Rugby from 2026-02-11 09:43:48 to 2026-02-11 10:43:48 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 23842: Voile from 2026-01-10 13:30:57 to 2026-01-10 15:30:57 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 43124: Équitation from 2026-01-06 18:40:28 to 2026-01-06 20:40:28 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 90284: Randonnée from 2026-01-04 17:50:29 to 2026-01-04 18:50:29 with distance 5848m and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 17997: Tennis de table from 2026-01-18 11:18:50 to 2026-01-18 13:18:50 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 42472: Randonnée from 2026-01-16 15:17:50 to 2026-01-16 17:17:50 with distance 12147m and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 67121: Rugby from 2026-01-31 14:06:54 to 2026-01-31 15:06:54 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 27483: Badminton from 2026-02-14 01:51:20 to 2026-02-14 03:51:20 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Connexion fermée.
[Kproducer_history_strava exited with code 0
[31m[1mAborting on container exit...[0m
 Container slack_sender  Stopping
 Container slack_sender  Stopped
 Container elt_dbt  Stopping
 Container elt_dbt  Stopped
 Container producer_history_strava  Stopping
 Container producer_history_strava  Stopped
elt_dbt                  | [0m12:35:03  Running with dbt=1.7.4
elt_dbt                  | [0m12:35:03  dbt version: 1.7.4
elt_dbt                  | [0m12:35:03  python version: 3.10.19
elt_dbt                  | [0m12:35:03  python path: /usr/local/bin/python3.10
elt_dbt                  | [0m12:35:03  os info: Linux-6.10.14-linuxkit-aarch64-with-glibc2.41
elt_dbt                  | [0m12:35:03  Using profiles dir at /app/profiles
elt_dbt                  | [0m12:35:03  Using profiles.yml file at /app/profiles/profiles.yml
elt_dbt                  | [0m12:35:03  Using dbt_project.yml file at /app/dbt_project.yml
elt_dbt                  | [0m12:35:03  adapter type: postgres
elt_dbt                  | [0m12:35:03  adapter version: 1.7.4
elt_dbt                  | [0m12:35:03  Configuration:
elt_dbt                  | [0m12:35:03    profiles.yml file [[32mOK found and valid[0m]
elt_dbt                  | [0m12:35:03    dbt_project.yml file [[32mOK found and valid[0m]
elt_dbt                  | [0m12:35:03  Required dependencies:
elt_dbt                  | [0m12:35:03   - git [[32mOK found[0m]
elt_dbt                  | 
elt_dbt                  | [0m12:35:03  Connection:
elt_dbt                  | [0m12:35:03    host: postgres
elt_dbt                  | [0m12:35:03    port: 5432
elt_dbt                  | [0m12:35:03    user: postgresuser
elt_dbt                  | [0m12:35:03    database: sport_activities_db
elt_dbt                  | [0m12:35:03    schema: public
elt_dbt                  | [0m12:35:03    connect_timeout: 10
elt_dbt                  | [0m12:35:03    role: None
elt_dbt                  | [0m12:35:03    search_path: None
elt_dbt                  | [0m12:35:03    keepalives_idle: 0
elt_dbt                  | [0m12:35:03    sslmode: None
elt_dbt                  | [0m12:35:03    sslcert: None
elt_dbt                  | [0m12:35:03    sslkey: None
elt_dbt                  | [0m12:35:03    sslrootcert: None
elt_dbt                  | [0m12:35:03    application_name: dbt
elt_dbt                  | [0m12:35:03    retries: 1
elt_dbt                  | [0m12:35:03  Registered adapter: postgres=1.7.4
elt_dbt                  | [0m12:35:03    Connection test: [[32mOK connection ok[0m]
elt_dbt                  | 
elt_dbt                  | [0m12:35:03  [32mAll checks passed![0m
elt_dbt                  | [0m12:35:05  Running with dbt=1.7.4
elt_dbt                  | [0m12:35:05  Registered adapter: postgres=1.7.4
elt_dbt                  | [0m12:35:05  Found 22 tests, 8 models, 3 sources, 0 exposures, 0 metrics, 401 macros, 0 groups, 0 semantic models
elt_dbt                  | [0m12:35:05  
elt_dbt                  | [0m12:35:05  Concurrency: 1 threads (target='dev')
elt_dbt                  | [0m12:35:05  
elt_dbt                  | [0m12:35:05  1 of 30 START test source_accepted_values_raw_data_rh_info_type_contrat__CDI__CDD  [RUN]
elt_dbt                  | [0m12:35:05  1 of 30 PASS source_accepted_values_raw_data_rh_info_type_contrat__CDI__CDD .... [[32mPASS[0m in 0.03s]
elt_dbt                  | [0m12:35:05  2 of 30 START test source_not_null_raw_data_rh_info_adresse_domicile ........... [RUN]
elt_dbt                  | [0m12:35:05  2 of 30 PASS source_not_null_raw_data_rh_info_adresse_domicile ................. [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:35:05  3 of 30 START test source_not_null_raw_data_rh_info_bu_salarie ................. [RUN]
elt_dbt                  | [0m12:35:05  3 of 30 PASS source_not_null_raw_data_rh_info_bu_salarie ....................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  4 of 30 START test source_not_null_raw_data_rh_info_distance_to_office_km ...... [RUN]
elt_dbt                  | [0m12:35:05  4 of 30 PASS source_not_null_raw_data_rh_info_distance_to_office_km ............ [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:35:05  5 of 30 START test source_not_null_raw_data_rh_info_id_salarie ................. [RUN]
elt_dbt                  | [0m12:35:05  5 of 30 PASS source_not_null_raw_data_rh_info_id_salarie ....................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  6 of 30 START test source_not_null_raw_data_rh_info_jours_cp ................... [RUN]
elt_dbt                  | [0m12:35:05  6 of 30 PASS source_not_null_raw_data_rh_info_jours_cp ......................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  7 of 30 START test source_not_null_raw_data_rh_info_moyen_de_deplacement ....... [RUN]
elt_dbt                  | [0m12:35:05  7 of 30 PASS source_not_null_raw_data_rh_info_moyen_de_deplacement ............. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  8 of 30 START test source_not_null_raw_data_rh_info_salaire_brut ............... [RUN]
elt_dbt                  | [0m12:35:05  8 of 30 PASS source_not_null_raw_data_rh_info_salaire_brut ..................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  9 of 30 START test source_not_null_raw_data_rh_info_type_contrat ............... [RUN]
elt_dbt                  | [0m12:35:05  9 of 30 PASS source_not_null_raw_data_rh_info_type_contrat ..................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  10 of 30 START test source_not_null_raw_data_sport_activities_history_date_end . [RUN]
elt_dbt                  | [0m12:35:05  10 of 30 PASS source_not_null_raw_data_sport_activities_history_date_end ....... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  11 of 30 START test source_not_null_raw_data_sport_activities_history_date_start  [RUN]
elt_dbt                  | [0m12:35:05  11 of 30 PASS source_not_null_raw_data_sport_activities_history_date_start ..... [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:35:05  12 of 30 START test source_not_null_raw_data_sport_activities_history_id_activity  [RUN]
elt_dbt                  | [0m12:35:05  12 of 30 PASS source_not_null_raw_data_sport_activities_history_id_activity .... [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:35:05  13 of 30 START test source_not_null_raw_data_sport_activities_history_id_salarie  [RUN]
elt_dbt                  | [0m12:35:05  13 of 30 PASS source_not_null_raw_data_sport_activities_history_id_salarie ..... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  14 of 30 START test source_not_null_raw_data_sport_activities_history_type_activity  [RUN]
elt_dbt                  | [0m12:35:05  14 of 30 PASS source_not_null_raw_data_sport_activities_history_type_activity .. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  15 of 30 START test source_not_null_raw_data_sport_enterprise_id_duo ........... [RUN]
elt_dbt                  | [0m12:35:05  15 of 30 PASS source_not_null_raw_data_sport_enterprise_id_duo ................. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  16 of 30 START test source_not_null_raw_data_sport_enterprise_id_salarie ....... [RUN]
elt_dbt                  | [0m12:35:05  16 of 30 PASS source_not_null_raw_data_sport_enterprise_id_salarie ............. [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:35:05  17 of 30 START test source_not_null_raw_data_sport_enterprise_type_activity .... [RUN]
elt_dbt                  | [0m12:35:05  17 of 30 PASS source_not_null_raw_data_sport_enterprise_type_activity .......... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:35:05  18 of 30 START test source_unique_raw_data_rh_info_id_salarie .................. [RUN]
elt_dbt                  | [0m12:35:05  18 of 30 PASS source_unique_raw_data_rh_info_id_salarie ........................ [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:35:05  19 of 30 START test source_unique_raw_data_sport_activities_history_id_activity  [RUN]
